Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Máximo_puntaje_psu_prom_math_leng;Promedio_pje_psu_prom_math_leng;Mínimo_puntaje_psu_prom_math_leng;Puntaje_corte_primerselec;Puntaje_corte_promcarrera;Puntaje_corte_ultselec;Máximo_pje_nem;Promedio_pje_nem;Mínimo_pje_nem;Máximo_pje_ranking;Promedio_pje_ranking;Mínimo_pje_ranking;Número_alumnos_ingreso_psu;Número_alumnos_otro_ingreso;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Matrícula_primer_año_hombres;Matrícula_primer_año_mujeres;Matrícula_primer_año_extranjero;Matrícula_primer_año;Matrícula_total_hombres;Matrícula_total_mujeres;Matrícula_total_extranjero;Matrícula_total;Matrícula_total_cohorte_año_anterior;Cód_sies;Pregado_postgrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;36446;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2017;;10;;1033001;Nutricionista;Licenciado en Nutrición;;;;;;;;;;;;;;43;200000;2650000;0;50;9;34;4;43;27;109;9;136;;I38S1C150J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;36447;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;2017;;10;;1033001;Matrón/Matrona;Licenciado en Matronería;;;;;;;;;;;;;;50;200000;3386000;0;60;4;46;1;50;18;209;3;227;;I38S1C149J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;7274;Técnico en Enfermería y Similares;TNS en Enfermería;;Diurno;Programa Regular;Salud;1009500;Técnico Nivel Superior;Ingreso Directo;1996;;4;;1033001;Técnico Nivel Sup. en Enfermería;;;;;;;;;;;;;;;17;200000;1495000;0;35;5;12;0;17;11;33;3;44;;I38S1C10J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;43639;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;2020;;10;;1033001;Terapeuta Ocupacional;Licenciado en Terapia Ocupacional;;;;;;;;;;;;;;54;200000;2950000;0;55;13;41;1;54;15;44;1;59;;I38S1C166J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;43636;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil en Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;2020;;11;;1033001;Ingeniero Civil en Informática;Licenciado en Ciencias de la Ingeniería;;;;;;;;;;;;;;16;200000;3030000;0;15;15;1;1;16;20;1;1;21;;I38S1C29J1V2;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;7291;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;2003;;12;;1033001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería;;;;;;;;;;;;;;;;;0;;0;0;0;0;14;0;0;14;;I38S1C29J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;43640;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2020;;11;;1033001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;;;;;;;;;;;;;;14;200000;3020000;0;15;9;5;0;14;25;10;2;35;;I38S1C148J1V2;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;7290;Ingeniería Electrónica y similares;Ingeniería en Electrónica y Telecomunicaciones;;Diurno;Programa Regular;Tecnología;1008035;Profesional;Ingreso Directo;2003;;8;;1033001;Ingeniero en Electrónica y Telecomunicaciones;;;;;;;;;;;;;;;;200000;2396000;0;15;0;0;0;0;22;1;7;23;;I38S1C28J1V1;Pregrado
2020;1033;U. ADVENTISTA DE CHILE;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;7293;Ingeniería en Computación e Informática y similares;Ingeniería en Informática;;Diurno;Programa Regular;Tecnología;1008039;Profesional;Ingreso Directo;2003;;8;;1033001;Ingeniero Informático;;;;;;;;;;;;;;;;;;0;;0;0;0;0;3;0;1;3;;I38S1C30J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;24952;Bachillerato en Administración y similares;Bachillerato en Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010020;Bachillerato;Ingreso Directo;2012;;2;;1034002;;Bachiller en Ingeniería Comercial;617;548;502;606;552;503;650;521;358;650;523;358;128;13;706496;6782359;0;240;111;30;0;141;144;35;1;179;;I45S4C756J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4665;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1990;;10;;1034001;Ingeniero Comercial;Licenciado en Administración de Empresas;749;603;501;750;609;507;778;585;396;850;592;401;88;6;480417;5736745;0;115;74;20;1;94;342;188;2;530;;I45S1C2J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4671;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1999;;10;;1034002;Ingeniero Comercial;Licenciado en Administración de Empresas;733;638;550;740;653;610;782;632;484;839;643;484;110;130;706496;6923658;0;130;173;67;3;240;1317;520;37;1837;;I45S2C2J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4683;Ingeniería en Administración, Administración de Empresas y similares;Ing. Ejec. en Administración;Marketing, Finanzas Aplicadas;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;1996;;8;;1034001;Ingeniero Ejec. en Administración;;;;;;;;;;;;;;1;6;367378;3193361;0;18;1;6;0;7;16;15;0;31;;I45S1C11J2V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;33377;Ingeniería en Administración, Administración de Empresas y similares;Ing. Ejec. en Administración;;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;1996;;6;;1034001;Ingeniero Ejec. en Administración;;;;;;;;;;;;;;;24;367378;4210715;0;22;4;20;0;24;24;43;0;67;;I45S1C359J2V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4678;Publicidad;Publicidad;;Diurno;Programa Regular;Administración y Comercio;1004003;Profesional con Licenciatura;Ingreso Directo;2001;;8;;1034002;Publicista;Licenciado en Publicidad;725;580;503;736;581;507;760;564;424;796;568;424;67;8;706496;6641060;0;91;35;40;2;75;238;189;16;427;;I45S2C24J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4664;Arquitectura;Arquitectura;;Diurno;Programa Regular;Arte y Arquitectura;1002002;Profesional con Licenciatura;Ingreso Directo;1991;;11;;1034001;Arquitecto;Licenciado en Arquitectura;699;584;507;680;584;502;760;568;446;777;573;446;45;4;480417;5623706;0;45;24;25;0;49;98;118;1;216;;I45S1C1J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4673;Arquitectura;Arquitectura;;Diurno;Programa Regular;Arte y Arquitectura;1002002;Profesional con Licenciatura;Ingreso Directo;1999;;11;;1034002;Arquitecto;Licenciado en Arquitectura;729;599;504;755;601;512;830;601;396;850;607;396;137;12;706496;6895399;0;140;73;76;3;149;370;363;15;733;;I45S4C1J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;10457;Cine y Televisión;Cine;;Diurno;Programa Regular;Arte y Arquitectura;1002008;Profesional con Licenciatura;Ingreso Directo;2006;;9;;1034002;Director de Cine;Licenciado en Comunicación Cinematográfica;735;609;507;762;619;518;813;627;446;850;637;446;38;2;706496;6923658;0;55;26;14;1;40;127;72;9;199;;I45S2C97J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4696;Diseño;Diseño;Gráfico, Espacios y Objetos;Diurno;Programa Regular;Arte y Arquitectura;1002012;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1034001;Diseñador;Licenciado en Diseño Gráfico / Lic. en Diseño Ambiental;686;600;512;717;610;515;803;619;429;850;632;431;24;4;480417;4210715;0;35;5;23;0;28;27;121;0;148;;I45S1C15J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4675;Diseño;Diseño;Gráfico, Espacios y Objetos, Interacción Digital, Moda y Gestión;Diurno;Programa Regular;Arte y Arquitectura;1002012;Profesional con Licenciatura;Ingreso Directo;2000;;10;;1034002;Diseñador;Licenciado en Diseño Gráfico / Lic. en Diseño Ambiental;717;592;507;744;598;530;771;596;396;841;601;396;157;24;706496;6782359;0;150;23;158;4;181;91;626;13;717;;I45S2C15J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;28863;Geología;Geología;;Diurno;Programa Regular;Ciencias;1008056;Profesional con Licenciatura;Ingreso Directo;2014;;10;;1034002;Geólogo;Licenciado en Geología;726;618;502;744;638;552;803;641;473;850;658;476;44;4;706496;5934564;0;60;33;15;0;48;130;56;2;186;;I45S4C592J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4676;Bachillerato en Ciencias Sociales y similares;Bachillerato en Psicología;;Diurno;Programa Regular;Ciencias Sociales;1004014;Bachillerato;Ingreso Directo;2000;;2;;1034002;;Bachiller en Psicología;631;570;516;613;567;520;652;541;446;665;542;451;80;28;706496;6641060;0;80;37;71;0;108;37;72;0;109;;I45S4C757J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4682;Ciencias Políticas y similares;Ciencias Políticas y Políticas Públicas;Políticas Públicas;Diurno;Programa Regular;Ciencias Sociales;1004010;Profesional con Licenciatura;Ingreso Directo;2001;;8;;1034002;Cientista Político M/ Políticas Públicas;Licenciado en Ciencias Políticas y Políticas Públicas;757;594;503;781;603;504;803;580;345;850;589;352;36;4;706496;6556281;0;50;18;22;2;40;84;78;5;162;;I45S2C30J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4662;Periodismo y similares;Periodismo;;Diurno;Programa Regular;Ciencias Sociales;1004001;Profesional con Licenciatura;Ingreso Directo;1991;;8;;1034001;Periodista;Licenciado en Comunicación Social;701;582;502;713;590;502;830;586;402;846;593;410;28;7;480417;4238975;0;40;16;19;0;35;82;81;3;163;;I45S1C5J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4672;Periodismo y similares;Periodismo;;Diurno;Programa Regular;Ciencias Sociales;1004001;Profesional con Licenciatura;Ingreso Directo;1999;;8;;1034002;Periodista;Licenciado en Ciencias de la Comunicación;722;574;503;720;575;511;792;561;402;850;568;406;44;4;706496;6245422;0;55;23;25;3;48;143;157;7;300;;I45S4C5J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4668;Psicología;Psicología;;Diurno;Programa Regular;Ciencias Sociales;1004002;Profesional con Licenciatura;Ingreso Directo;1998;;10;;1034001;Psicólogo;Licenciado en Psicología;693;584;508;707;590;521;767;580;389;795;586;389;111;18;480417;5708486;0;110;31;98;0;129;161;365;0;526;;I45S1C17J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4669;Psicología;Psicología;;Diurno;Programa Regular;Ciencias Sociales;1004002;Profesional con Licenciatura;Ingreso Directo;1998;;10;;1034002;Psicólogo;Licenciado en Psicología;758;650;572;739;658;617;767;651;473;791;664;473;61;35;706496;6782359;0;60;32;64;4;96;182;497;16;679;;I45S4C17J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4663;Derecho;Derecho;;Diurno;Programa Regular;Derecho;1005001;Profesional con Licenciatura;Ingreso Directo;1991;;10;;1034001;Abogado;Licenciado en Derecho;727;596;507;791;624;503;813;593;407;850;605;413;95;11;480417;5199809;0;95;50;56;0;106;168;161;0;329;;I45S1C4J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4670;Derecho;Derecho;;Diurno;Programa Regular;Derecho;1005001;Profesional con Licenciatura;Ingreso Directo;1999;;10;;1034002;Abogado;Licenciado en Ciencias Jurídicas;693;614;530;763;649;605;771;628;435;831;644;441;95;73;706496;6556281;0;95;93;75;0;168;391;328;2;719;;I45S2C4J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;22037;Educación Parvularia;Pedagogía en Educación de Párvulos;Aprendizaje al Aire Libre, Inglés;Diurno;Programa Regular;Educación;1007002;Profesional con Licenciatura;Ingreso Directo;2011;;8;;1034002;Educador de Párvulos;Licenciado en Educación;780;568;505;769;565;504;724;540;413;760;542;413;27;7;706496;4521573;0;25;0;34;1;34;0;149;1;149;;I45S4C415J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;10462;Pedagogía Básica y menciones;Pedagogía en Educación Básica;Inglés;Diurno;Programa Regular;Educación;1007004;Profesional con Licenciatura;Ingreso Directo;2006;;10;;1034002;Profesor de Educación Básica M/ Inglés;Licenciado en Educación Básica;656;572;511;645;575;510;684;578;435;724;583;441;20;2;706496;4521573;0;25;0;22;0;22;1;116;1;117;;I45S4C99J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;17440;Pedagogías para licenciados y/o programas especiales;Programa de Formación Pedagógica para Licenciados y Profesionales (P.E.);;Vespertino;Programa Especial;Educación;1007029;Profesional con Licenciatura;Ingreso Directo;2009;;2;;1034002;Profesor de Enseñanza Media;Licenciado en Educación;;;;;;;;;;;;;;43;395638;4323754;0;50;10;33;1;43;11;37;1;48;;I45S2C215J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;33726;Bachillerato en Humanidades;Bachillerato en Ciencias Jurídicas y Humanidades;;Diurno;Programa Regular;Humanidades;1006014;Bachillerato;Ingreso Directo;2016;;2;;1034002;Null;Bachillerato en Ciencias Jurídicas y Humanidades;640;548;503;649;554;503;633;516;402;633;518;402;54;5;706496;6641060;0;60;34;25;0;59;34;26;0;60;;I45S4C685J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;13461;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;2007;;10;;1034001;Enfermero(a);Licenciado en Enfermería;757;555;501;746;559;500;735;555;424;824;561;427;62;7;480417;5256328;0;145;13;56;0;69;124;560;0;684;;I45S1C33J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4687;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;2002;;10;;1034002;Enfermero(a);Licenciado en Enfermería;708;598;505;728;620;565;771;639;517;808;653;517;113;20;706496;5934564;0;115;10;123;1;133;40;470;2;510;;I45S2C33J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4716;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2005;;10;;1034001;Fonoaudiólogo;Licenciado en Fonoaudiología;;;;;;;;;;;;;;;0;;0;;0;0;0;0;3;43;0;46;;I45S1C54J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;13531;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2007;;10;;1034002;Fonoaudiólogo;Licenciado en Fonoaudiología;675;573;526;711;581;525;767;584;440;806;599;440;21;1;706496;5567187;0;35;0;22;0;22;5;175;1;180;;I45S2C54J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4695;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1034001;Kinesiólogo;Licenciado en Kinesiología;643;566;501;639;561;504;692;530;396;706;536;396;25;2;565197;5765005;0;35;22;5;0;27;92;61;0;153;;I45S1C53J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;13535;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2007;;;;1034002;Kinesiólogo;Licenciado en Kinesiología;783;582;512;766;583;505;777;572;367;850;581;367;53;9;706496;5934564;0;90;33;29;1;62;148;185;3;333;;I45S2C53J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;4686;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;2002;;14;;1034002;Médico Cirujano;Licenciado en  Medicina;819;745;695;787;770;763;835;779;718;850;813;737;79;15;1130393;8873587;0;65;30;64;0;94;289;355;8;644;;I45S2C32J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;10440;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2006;;10;;1034001;Nutricionista;Licenciado en Nutrición y Dietética;622;549;503;707;566;504;781;575;462;850;580;462;19;2;480417;4069416;0;35;4;17;0;21;28;113;0;141;;I45S1C98J1V2;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;13536;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2007;;10;;1034002;Nutricionista Dietista;Licenciado en Nutrición y Dietética;737;587;503;737;594;504;782;607;418;818;618;421;62;3;706496;5934564;0;70;5;60;0;65;22;297;7;319;;I45S2C98J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;40773;Obstetricia y Puericultura;Obstetricia;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;2019;;10;;1034002;Matrón (a);Licenciado(A) en Obstetricia;734;615;529;727;649;611;777;669;580;812;695;590;69;41;706496;5934564;0;70;4;106;2;110;4;212;3;216;;I45S4C847J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción;Concepción;Región del Bío-Bío;10;4688;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;2003;;12;;1034001;Cirujano Dentista;Licenciado en Odontología;746;595;503;758;635;506;792;649;480;850;669;481;104;14;1017354;8534469;0;90;32;86;0;118;186;378;3;564;;I45S1C38J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;10460;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;2006;;12;;1034002;Cirujano Dentista;Licenciado en Odontología;751;642;536;739;656;601;798;676;565;850;694;565;84;15;1130393;8619248;0;85;26;73;2;99;163;361;15;524;;I45S2C38J1V1;Pregrado
2020;1034;U. DEL DESARROLLO;Univ.;(b) Universidades Privadas;(c) Univ. Privadas Adscritas SUA;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Lo Barnechea;Lo Barnechea;Región Metropolitana;7;13534;Tecnología Médica;Tecnología Médica;;Diurno;Programa Regular;Salud;1009007;Profesional con Licenciatura;Ingreso Directo;2007;;10;;1034002;Tecnólogo Médico;Licenciado en Tecnología Médica;721;593;504;710;596;518;798;591;402;831;605;402;98;8;706496;5934564;0;120;38;68;2;106;184;265;9;449;;I45S2C101J1V1;Pregrado
